X,Y
34.95000076,0.160244137
35,0.160387188
35.04999924,0.161350399
35.10000229,0.162714154
35.15000153,0.162656933
35.20000076,0.164821774
35.25,0.166013867
35.29999924,0.176125221
35.35000229,0.18724747
35.40000153,0.186417773
35.45000076,0.187876984
35.5,0.189083382
35.54999924,0.190456674
35.60000229,0.195291802
35.65000153,0.206106469
35.70000076,0.185818184
35.75,0.159986645
35.79999924,0.086708699
35.85000229,0.000460148
35.90000153,0.00056982
35.95000076,0.000574589
36,0.000588894
36.04999924,0.000612736
36.10000229,0.000709777
36.15000153,0.000741725
36.20000076,0.000763183
36.25,0.000798945
36.29999924,0.00082088
36.35000229,0.000863795
36.40000153,0.000884776
36.45000076,0.000910048
36.5,0.000936751
36.54999924,0.000962501
36.60000229,0.00098062
36.65000153,0.001011138
36.70000076,0.001069312
36.75,0.001255279
36.79999924,0.001357799
36.85000229,0.001419311
36.90000153,0.001469855
36.95000076,0.001494651
37,0.000504496
37.04999924,-0.000423193
37.10000229,-0.000523329
37.15000153,-0.000502825
37.20000076,-0.000493288
37.25,-0.000498533
37.29999924,-0.000508906
37.35000229,0.002458654
37.40000153,0.022064533
37.45000076,0.109957699
37.5,0.208352372
37.54999924,0.206955239
37.60000229,0.205844209
37.65000153,0.204585359
37.70000076,0.204981133
37.75,0.203750893
37.79999924,0.20393686
37.85000229,0.20370321
37.90000153,0.203126237
37.95000076,0.20244436
38,0.201824471
38.04999924,0.202272698
38.10000229,0.202285811
38.15000153,0.202453896
38.20000076,0.202592179
38.25,0.202430055
38.29999924,0.202077195
38.35000229,0.202043816
38.40000153,0.203903481
38.45000076,0.211981103
38.5,0.325343661
38.54999924,0.443157494
38.60000229,0.192715375
38.65000153,0.001170635
38.70000076,0.001189709
38.75,0.001213551
38.79999924,0.001223087
38.85000229,0.001223087
38.90000153,0.001193767
38.95000076,0.001188998
39,0.001189475
39.04999924,0.001194243
39.10000229,0.001183276
39.15000153,0.001199489
39.20000076,0.001180415
39.25,0.001200442
39.29999924,0.001187568
39.35000229,0.001186614
39.40000153,0.001193767
39.45000076,0.001192336
39.5,0.001306896
39.54999924,0.001378303
39.60000229,0.00146318
39.65000153,0.001476531
39.70000076,0.001486068
39.75,0.000373602
39.79999924,-0.000824218
39.85000229,-0.000643973
39.90000153,-0.000588179
39.95000076,-0.000577688
40,-0.000570059
40.04999924,-0.000604656
40.10000229,-0.004273073
40.15000153,-0.023377744
40.20000076,-0.057246635
40.25,-0.110791162
40.29999924,-0.090544559
40.35000229,-0.074580006
40.40000153,-0.063560247
40.45000076,-0.056431532
40.5,-0.047705363
40.54999924,-0.042069104
40.60000229,-0.034940388
40.65000153,-0.029842949
40.70000076,-0.025899505
40.75,-0.022223091
40.79999924,-0.017640639
40.85000229,-0.012095022
40.90000153,-0.003268719
40.95000076,-0.000793934
41,0.002129078
41.04999924,0.005567074
41.10000229,0.009219694
41.15000153,0.017740775
41.20000076,0.15331088
41.25,0.023276901
41.29999924,0.100934885
41.35000229,0.127461433
41.40000153,0.057440018
41.45000076,0.000708103
41.5,0.000655651
41.54999924,0.000684261
41.60000229,0.000727177
41.65000153,0.000789165
41.70000076,0.00096107
41.75,0.001005893
41.79999924,0.001045947
41.85000229,0.001097922
41.90000153,0.001139407
41.95000076,0.001175647
42,0.001216655
42.04999924,0.001244788
42.10000229,0.001291041
42.15000153,0.001319175
42.20000076,0.001351123
42.25,0.001366858
42.29999924,0.001409297
42.35000229,0.001704459
42.40000153,0.001762156
42.45000076,0.001792674
42.5,0.001818423
42.54999924,0.000670793
42.60000229,-0.000444174
42.65000153,-0.000483751
42.70000076,-0.000523329
42.75,-0.000529528
42.79999924,-0.000531435
42.85000229,0.002389989
42.90000153,0.024584627
42.95000076,0.115021884
43,0.219200522
43.04999924,0.213912398
43.10000229,0.212958723
43.15000153,0.211118028
43.20000076,0.209825799
43.25,0.208414361
43.29999924,0.208390519
43.35000229,0.206855103
43.40000153,0.20642595
43.45000076,0.206082627
43.5,0.20481424
43.54999924,0.204866692
43.60000229,0.204892918
43.65000153,0.205081269
43.70000076,0.204809472
43.75,0.20557718
43.79999924,0.204799935
43.85000229,0.205863282
43.90000153,0.211928651
43.95000076,0.263098329
44,0.27466163
44.04999924,0.134368464
44.10000229,-0.001657009
44.15000153,0.001370907
44.20000076,0.001518726
44.25,0.00156641
44.29999924,0.001575947
44.35000229,0.001610522
44.40000153,0.001611953
44.45000076,0.001616721
44.5,0.001617198
44.54999924,0.001627212
44.60000229,0.001624827
44.65000153,0.001637702
44.70000076,0.001639133
44.75,0.001643901
44.79999924,0.001645808
44.85000229,0.001651053
44.90000153,0.001673465
44.95000076,0.001673942
45,0.001777892
45.04999924,0.001805549
45.10000229,0.001828914
45.15000153,0.000617625
45.20000076,-0.000493765
45.25,-0.000670199
45.29999924,-0.000633006
45.35000229,-0.000630622
45.40000153,-0.000628238
45.45000076,0.001286154
45.5,0.018286534
45.54999924,0.171507075
45.60000229,0.178502277
45.65000153,0.181692317
45.70000076,0.184276775
45.75,0.18596001
45.79999924,0.186713412
45.85000229,0.1883872
45.90000153,0.187848374
45.95000076,0.188363358
46,0.18944101
46.04999924,0.190013215
46.10000229,0.190022752
46.15000153,0.193745658
46.20000076,0.197251603
46.25,0.197695062
46.29999924,0.197902486
46.35000229,0.198300645
46.40000153,0.198362634
46.45000076,0.200513169
46.5,0.206487939
46.54999924,0.13832383
46.60000229,0.060613394
46.65000153,0.08568082
46.70000076,0.001165867
46.75,0.001385212
46.79999924,0.001456738
46.85000229,0.001494884
46.90000153,0.001547337
46.95000076,0.001732593
47,0.001768355
47.04999924,0.001827483
47.10000229,0.0018642
47.15000153,0.001909504
47.20000076,0.001937161
47.25,0.001981506
47.29999924,0.002015839
47.35000229,0.002047787
47.40000153,0.002071629
47.45000076,0.002094517
47.5,0.002115498
47.54999924,0.002087841
47.60000229,0.00230814
47.65000153,0.002228031
47.70000076,0.002143154
47.75,0.002067814
47.79999924,0.002014885
47.85000229,-0.000437975
47.90000153,-0.000599623
47.95000076,-0.000627284
48,-0.000627284
48.04999924,-0.000634437
48.10000229,0.005512092
48.15000153,0.049684476
48.20000076,0.136975001
48.25,0.25358057
48.29999924,0.239122868
48.35000229,0.230968863
48.40000153,0.223668486
48.45000076,0.219972998
48.5,0.218184859
48.54999924,0.215285689
48.60000229,0.214532286
48.65000153,0.212944418
48.70000076,0.21146135
48.75,0.210398003
48.79999924,0.209989116
48.85000229,0.209310815
48.90000153,0.208786294
48.95000076,0.209005639
49,0.207808778
49.04999924,0.2081521
49.10000229,0.213917166
49.15000153,0.235298544
49.20000076,0.268552147
49.25,0.312885106
49.29999924,0.14568237
49.35000229,0.000679493
49.40000153,0.000612736
49.45000076,0.000622272
49.5,0.000612736
49.54999924,0.000598431
49.60000229,0.000531912
49.65000153,0.000524282
49.70000076,0.00051713
49.75,0.000509024
49.79999924,0.000501394
49.85000229,0.000496149
49.90000153,0.000483274
49.95000076,0.000483751
50,0.000475168
50.04999924,0.000482798
50.10000229,0.000471354
50.15000153,0.000546813
50.20000076,0.00061202
50.25,0.00062108
50.29999924,0.000613928
50.35000229,-0.00017369
50.40000153,-0.001078849
50.45000076,-0.000850921
50.5,-0.000785594
50.54999924,-0.000774627
50.60000229,-0.000769858
50.65000153,-0.00625
50.70000076,-0.031783462
50.75,-0.053803129
50.79999924,-0.09963312
50.85000229,-0.077545933
50.90000153,-0.058915854
50.95000076,-0.049345683
51,-0.036513951
51.04999924,-0.027477836
51.10000229,-0.019857978
51.15000153,-0.013659048
51.20000076,-0.008695173
51.25,-0.005543232
51.29999924,0.000936985
51.35000229,0.004675388
51.40000153,0.011614597
51.45000076,0.018665839
51.5,0.022180175
51.54999924,0.026195144
51.60000229,0.029471016
51.65000153,0.034244206
51.70000076,0.099375628
51.75,0.205305383
51.79999924,0.176633075
51.85000229,0.176256374
51.90000153,0.088913776
51.95000076,0.001313686
52,0.001451969
52.04999924,0.001418591
52.10000229,0.001394749
52.15000153,0.001370907
52.20000076,0.001290565
52.25,0.001264815
52.29999924,0.001257663
52.35000229,0.001232867
52.40000153,0.001222854
52.45000076,0.001205688
52.5,0.001194243
52.54999924,0.001174216
52.60000229,0.001161342
52.65000153,0.001152759
52.70000076,0.001134162
52.75,0.001132255
52.79999924,0.001060252
52.85000229,0.001113181
52.90000153,0.001055961
52.95000076,0.001014476
53,0.000983958
53.04999924,0.000956302
53.10000229,8.45193862915039E-05
53.15000153,-0.000818496
53.20000076,-0.000783687
53.25,-0.000789886
53.29999924,-0.000788455
53.35000229,-0.004342502
53.40000153,0.002942333
53.45000076,-0.004765987
53.5,0.023992157
53.54999924,0.041086819
53.60000229,0.052588176
53.65000153,0.063069105
53.70000076,0.07049828
53.75,0.077035718
53.79999924,0.080726437
53.85000229,0.084874965
53.90000153,0.087626316
53.95000076,0.090291835
54,0.093362667
54.04999924,0.095174693
54.10000229,0.113265947
54.15000153,0.113780931
54.20000076,0.117567018
54.25,0.119622231
54.29999924,0.123365402
54.35000229,0.130627632
54.40000153,0.197366044
54.45000076,0.128646385
54.5,0.082662441
54.54999924,0.103929423
54.60000229,0.047782838
54.65000153,0.002233982
54.70000076,0.002305508
54.75,0.002315044
54.79999924,0.002305508
54.85000229,0.002286434
54.90000153,0.002243767
54.95000076,0.002211819
55,0.002198467
55.04999924,0.002166996
55.10000229,0.002156029
55.15000153,0.002123604
55.20000076,0.00211216
55.25,0.002083073
55.29999924,0.00206686
55.35000229,0.002041111
55.40000153,0.002021084
55.45000076,0.001999149
55.5,0.001960526
55.54999924,0.001913319
55.60000229,0.001865153
55.65000153,0.001762156
55.70000076,0.0016892
55.75,0.001628165
55.79999924,0.001577621
55.85000229,0.000443459
55.90000153,-0.000707393
55.95000076,-0.000724559
56,-0.00072742
56.04999924,-0.000727897
56.10000229,0.004557508
56.15000153,0.022070255
56.20000076,0.111391026
56.25,0.211146638
56.29999924,0.207789704
56.35000229,0.205949113
56.40000153,0.204098985
56.45000076,0.204041764
56.5,0.202878281
56.54999924,0.202291772
56.60000229,0.201938912
56.65000153,0.201881692
56.70000076,0.200870797
56.75,0.200684831
56.79999924,0.20168142
56.85000229,0.200556085
56.90000153,0.204032227
56.95000076,0.202453896
57,0.203450486
57.04999924,0.20253019
57.10000229,0.203092858
57.15000153,0.203269288
57.20000076,0.207136437
57.25,0.195154667
57.29999924,0.186927989
57.35000229,0.183284953
57.40000153,0.092999078
57.45000076,0.000865459
57.5,0.000917912
57.54999924,0.00089407
57.60000229,0.000879765
57.65000153,0.000865459
57.70000076,0.000792747
57.75,0.000778918
57.79999924,0.000774627
57.85000229,0.000760322
57.90000153,0.000755553
57.95000076,0.000742202
58,0.00073648
58.04999924,0.000725989
58.10000229,0.000713592
58.15000153,0.000711207
58.20000076,0.000697856
58.25,0.000679736
58.29999924,0.000653033
58.35000229,0.000656848
58.40000153,0.000698333
58.45000076,0.000779395
58.5,0.000819449
58.54999924,0.000860457
58.60000229,0.000881915
58.65000153,-7.51E-06
58.70000076,-0.00091434
58.75,-0.000858073
58.79999924,-0.000843768
58.85000229,-0.000839
58.90000153,-0.000843768
58.95000076,-0.004968925
59,-0.022852747
59.04999924,-0.096395396
59.10000229,-0.062453985
59.15000153,-0.036771443
59.20000076,-0.024087524
59.25,-0.009357977
59.29999924,-0.002748966
59.35000229,0.005142689
59.40000153,0.012896108
59.45000076,0.018756485
59.5,0.025694465
59.54999924,0.030152893
59.60000229,0.034978535
59.65000153,0.057313681
59.70000076,0.051748943
59.75,0.057232618
59.79999924,0.058815718
59.85000229,0.062291861
59.90000153,0.068047285
59.95000076,0.079686932
60,0.189803407
